match,team,jersey,player,top_speed_kmh
ALG V AUT,Algeria,2,Aissa MANDI,28.4
ALG V AUT,Algeria,5,Zineddine BELAID,24.2
ALG V AUT,Algeria,7,Riyad MAHREZ,31.5
ALG V AUT,Algeria,8,Houssem AOUAR,28.6
ALG V AUT,Algeria,9,Amine GOUIRI,29.5
ALG V AUT,Algeria,10,Fares CHAIBI,31.7
ALG V AUT,Algeria,13,Jaouen HADJAM,32.2
ALG V AUT,Algeria,15,Rayan AIT,27.7
ALG V AUT,Algeria,16,Oussama BENBOT,18.2
ALG V AUT,Algeria,17,Rafik BELGHALI,30.8
ALG V AUT,Algeria,19,Nabil BENTALEB,28.7
ALG V AUT,Algeria,21,Ramy BENSEBAINI,30.1
ALG V AUT,Algeria,22,Ibrahim MAZA,29.9
ALG V AUT,Algeria,25,Fares GHEDJEMIS,26.1
ALG V AUT,Algeria,26,Samir CHERGUI,27.9
ALG V AUT,Austria,1,Alexander SCHLAGER,26.7
ALG V AUT,Austria,3,Kevin DANSO,26.4
ALG V AUT,Austria,4,Xaver SCHLAGER,28.6
ALG V AUT,Austria,5,Stefan POSCH,28.6
ALG V AUT,Austria,6,Nicolas SEIWALD,29.5
ALG V AUT,Austria,7,Marko ARNAUTOVIC,30.0
ALG V AUT,Austria,8,David ALABA,23.7
ALG V AUT,Austria,9,Marcel SABITZER,31.0
ALG V AUT,Austria,10,Florian GRILLITSCH,26.7
ALG V AUT,Austria,11,Michael GREGORITSCH,25.0
ALG V AUT,Austria,14,Sasa KALAJDZIC,22.1
ALG V AUT,Austria,15,Philipp LIENHART,30.4
ALG V AUT,Austria,16,Phillip MWENE,31.7
ALG V AUT,Austria,18,Romano SCHMID,27.4
ALG V AUT,Austria,20,Konrad LAIMER,31.5
ALG V AUT,Austria,24,Paul WANNER,27.7
ARG V ALG,Algeria,2,Aissa MANDI,29.5
ARG V ALG,Algeria,6,Ramiz ZERROUKI,25.3
ARG V ALG,Algeria,7,Riyad MAHREZ,30.3
ARG V ALG,Algeria,8,Houssem AOUAR,31.5
ARG V ALG,Algeria,9,Amine GOUIRI,26.2
ARG V ALG,Algeria,10,Fares CHAIBI,32.7
ARG V ALG,Algeria,11,Anis HADJ MOUSSA,28.7
ARG V ALG,Algeria,14,Hicham BOUDAOUI,29.6
ARG V ALG,Algeria,15,Rayan AIT,29.3
ARG V ALG,Algeria,17,Rafik BELGHALI,33.0
ARG V ALG,Algeria,18,Mohamed AMOURA,29.0
ARG V ALG,Algeria,19,Nabil BENTALEB,30.9
ARG V ALG,Algeria,20,Adil BOULBINA,24.6
ARG V ALG,Algeria,21,Ramy BENSEBAINI,29.8
ARG V ALG,Algeria,22,Ibrahim MAZA,28.4
ARG V ALG,Algeria,23,Luca ZIDANE,22.0
ARG V ALG,Argentina,4,Gonzalo MONTIEL,31.3
ARG V ALG,Argentina,6,Lisandro MARTINEZ,27.8
ARG V ALG,Argentina,7,Rodrigo DE PAUL,30.9
ARG V ALG,Argentina,9,Julian ALVAREZ,29.9
ARG V ALG,Argentina,10,Lionel MESSI,29.4
ARG V ALG,Argentina,13,Cristian ROMERO,29.9
ARG V ALG,Argentina,15,Nico GONZALEZ,33.4
ARG V ALG,Argentina,16,Thiago ALMADA,29.9
ARG V ALG,Argentina,18,Nico PAZ,30.0
ARG V ALG,Argentina,19,Nicolas OTAMENDI,26.2
ARG V ALG,Argentina,20,Alexis MAC ALLISTER,27.9
ARG V ALG,Argentina,22,Lautaro MARTINEZ,30.4
ARG V ALG,Argentina,23,Emiliano MARTINEZ,21.3
ARG V ALG,Argentina,24,Enzo FERNANDEZ,30.5
ARG V ALG,Argentina,25,Facundo MEDINA,31.2
ARG V ALG,Argentina,26,Nahuel MOLINA,33.7
ARG V AUT,Argentina,3,Nicolas TAGLIAFICO,28.6
ARG V AUT,Argentina,5,Leandro PAREDES,29.3
ARG V AUT,Argentina,6,Lisandro MARTINEZ,29.7
ARG V AUT,Argentina,7,Rodrigo DE PAUL,31.8
ARG V AUT,Argentina,9,Julian ALVAREZ,33.6
ARG V AUT,Argentina,10,Lionel MESSI,29.7
ARG V AUT,Argentina,13,Cristian ROMERO,27.7
ARG V AUT,Argentina,15,Nico GONZALEZ,32.1
ARG V AUT,Argentina,16,Thiago ALMADA,31.3
ARG V AUT,Argentina,19,Nicolas OTAMENDI,28.8
ARG V AUT,Argentina,20,Alexis MAC ALLISTER,28.6
ARG V AUT,Argentina,22,Lautaro MARTINEZ,29.1
ARG V AUT,Argentina,23,Emiliano MARTINEZ,20.2
ARG V AUT,Argentina,24,Enzo FERNANDEZ,31.3
ARG V AUT,Argentina,25,Facundo MEDINA,32.3
ARG V AUT,Argentina,26,Nahuel MOLINA,32.6
ARG V AUT,Austria,1,Alexander SCHLAGER,24.4
ARG V AUT,Austria,3,Kevin DANSO,31.8
ARG V AUT,Austria,4,Xaver SCHLAGER,32.7
ARG V AUT,Austria,5,Stefan POSCH,30.8
ARG V AUT,Austria,6,Nicolas SEIWALD,31.9
ARG V AUT,Austria,7,Marko ARNAUTOVIC,25.9
ARG V AUT,Austria,8,David ALABA,28.1
ARG V AUT,Austria,9,Marcel SABITZER,31.6
ARG V AUT,Austria,11,Michael GREGORITSCH,28.0
ARG V AUT,Austria,17,Carney CHUKWUEMEKA,30.7
ARG V AUT,Austria,18,Romano SCHMID,31.2
ARG V AUT,Austria,20,Konrad LAIMER,34.0
ARG V AUT,Austria,21,Patrick WIMMER,31.5
ARG V AUT,Austria,22,Alexander PRASS,31.0
ARG V AUT,Austria,23,Marco FRIEDL,29.5
ARG V AUT,Austria,24,Paul WANNER,28.1
AUS V TUR,Australia,3,Alessandro CIRCATI,27.0
AUS V TUR,Australia,4,Jacob ITALIANO,32.8
AUS V TUR,Australia,5,Jordan BOS,36.7
AUS V TUR,Australia,6,Jason GERIA,29.5
AUS V TUR,Australia,8,Connor METCALFE,29.5
AUS V TUR,Australia,9,Mohamed TOURE,35.8
AUS V TUR,Australia,13,Aiden ONEILL,32.8
AUS V TUR,Australia,16,Aziz BEHICH,31.2
AUS V TUR,Australia,17,Nestory IRANKUNDA,33.6
AUS V TUR,Australia,18,Patrick BEACH,24.0
AUS V TUR,Australia,19,Harry SOUTTAR,28.2
AUS V TUR,Australia,21,Cameron BURGESS,34.2
AUS V TUR,Australia,22,Jackson IRVINE,26.9
AUS V TUR,Australia,23,Nishan VELUPILLAY,31.1
AUS V TUR,Australia,24,Paul OKON,29.9
AUS V TUR,Australia,26,Tete YENGI,31.6
AUS V TUR,Türkiye,2,Zeki CELIK,34.7
AUS V TUR,Türkiye,3,Merih DEMIRAL,33.8
AUS V TUR,Türkiye,5,Salih OZCAN,28.3
AUS V TUR,Türkiye,6,Orkun KOKCU,29.2
AUS V TUR,Türkiye,7,Kerem AKTURKOGLU,31.4
AUS V TUR,Türkiye,8,Arda GULER,28.7
AUS V TUR,Türkiye,9,Deniz GUL,25.8
AUS V TUR,Türkiye,10,Hakan CALHANOGLU,29.2
AUS V TUR,Türkiye,11,Kenan YILDIZ,28.1
AUS V TUR,Türkiye,14,Abdulkerim BARDAKCI,28.4
AUS V TUR,Türkiye,16,Ismail YUKSEK,32.3
AUS V TUR,Türkiye,18,Mert MULDUR,31.2
AUS V TUR,Türkiye,19,Yunus AKGUN,31.7
AUS V TUR,Türkiye,20,Ferdi KADIOGLU,32.1
AUS V TUR,Türkiye,21,Baris Alper YILMAZ,34.3
AUS V TUR,Türkiye,23,Ugurcan CAKIR,28.0
AUT V JOR,Austria,1,Alexander SCHLAGER,30.1
AUT V JOR,Austria,3,Kevin DANSO,29.7
AUT V JOR,Austria,4,Xaver SCHLAGER,27.0
AUT V JOR,Austria,5,Stefan POSCH,32.4
AUT V JOR,Austria,6,Nicolas SEIWALD,32.7
AUT V JOR,Austria,7,Marko ARNAUTOVIC,28.8
AUT V JOR,Austria,8,David ALABA,31.2
AUT V JOR,Austria,9,Marcel SABITZER,33.6
AUT V JOR,Austria,14,Sasa KALAJDZIC,29.5
AUT V JOR,Austria,15,Philipp LIENHART,32.1
AUT V JOR,Austria,16,Phillip MWENE,30.8
AUT V JOR,Austria,17,Carney CHUKWUEMEKA,29.4
AUT V JOR,Austria,18,Romano SCHMID,32.5
AUT V JOR,Austria,20,Konrad LAIMER,34.1
AUT V JOR,Austria,21,Patrick WIMMER,30.3
AUT V JOR,Austria,24,Paul WANNER,27.9
AUT V JOR,Jordan,1,YAZEED ABULAILA,19.8
AUT V JOR,Jordan,3,ABDALLAH NASIB,29.2
AUT V JOR,Jordan,5,YAZAN ALARAB,32.4
AUT V JOR,Jordan,8,NOOR ALRAWABDEH,30.6
AUT V JOR,Jordan,9,ALI OLWAN,32.7
AUT V JOR,Jordan,10,MOUSA ALTAMARI,34.0
AUT V JOR,Jordan,11,ODEH FAKHOURY,34.5
AUT V JOR,Jordan,13,MAHMOUD ALMARDI,27.5
AUT V JOR,Jordan,16,MOHAMMAD ABUALNADI,31.2
AUT V JOR,Jordan,17,SALEEM OBAID,26.7
AUT V JOR,Jordan,19,SAED ALROSAN,31.0
AUT V JOR,Jordan,20,MOHANNAD ABUTAHA,31.2
AUT V JOR,Jordan,21,NIZAR ALRASHDAN,29.6
AUT V JOR,Jordan,23,EHSAN HADDAD,29.9
AUT V JOR,Jordan,24,ALI AZAIZEH,30.0
AUT V JOR,Jordan,25,MOHAMMAD ALDAOUD,25.9
BEL V EGY,Belgium,1,Thibaut COURTOIS,26.6
BEL V EGY,Belgium,4,Brandon MECHELE,30.8
BEL V EGY,Belgium,5,Maxim DE CUYPER,32.9
BEL V EGY,Belgium,7,Kevin DE BRUYNE,31.0
BEL V EGY,Belgium,8,Youri TIELEMANS,29.6
BEL V EGY,Belgium,9,Romelu LUKAKU,30.0
BEL V EGY,Belgium,10,Leandro TROSSARD,32.2
BEL V EGY,Belgium,11,Jeremy DOKU,32.0
BEL V EGY,Belgium,15,Thomas MEUNIER,33.0
BEL V EGY,Belgium,17,Charles DE KETELAERE,33.5
BEL V EGY,Belgium,20,Hans VANAKEN,25.7
BEL V EGY,Belgium,21,Timothy CASTAGNE,28.6
BEL V EGY,Belgium,23,Nicolas RASKIN,31.9
BEL V EGY,Belgium,24,Amadou ONANA,32.1
BEL V EGY,Belgium,25,Nathan NGOY,34.5
BEL V EGY,Belgium,26,Matias FERNANDEZ,32.0
BEL V EGY,Egypt,2,YASSER IBRAHIM,29.7
BEL V EGY,Egypt,3,MOHAMED HANY,30.9
BEL V EGY,Egypt,5,RAMY RABIA,31.1
BEL V EGY,Egypt,8,EMAM ASHOUR,30.1
BEL V EGY,Egypt,9,HAMZA ABDELKARIM,31.3
BEL V EGY,Egypt,10,MOHAMED SALAH,33.6
BEL V EGY,Egypt,11,MOSTAFA ZICO,32.4
BEL V EGY,Egypt,13,AHMED FATOUH,29.4
BEL V EGY,Egypt,14,HAMDY FATHY,31.4
BEL V EGY,Egypt,15,KARIM HAFEZ,31.2
BEL V EGY,Egypt,17,MOHANAD LASHIN,31.6
BEL V EGY,Egypt,19,MARAWAN ATTIA,33.0
BEL V EGY,Egypt,20,IBRAHIM ADEL,27.9
BEL V EGY,Egypt,22,OMAR MARMOUSH,32.9
BEL V EGY,Egypt,23,MOSTAFA SHOUBIR,22.7
BEL V EGY,Egypt,25,ZIZO,32.7
BEL V IRN,Belgium,1,Thibaut COURTOIS,25.1
BEL V IRN,Belgium,3,Arthur THEATE,29.7
BEL V IRN,Belgium,4,Brandon MECHELE,30.1
BEL V IRN,Belgium,5,Maxim DE CUYPER,30.5
BEL V IRN,Belgium,7,Kevin DE BRUYNE,30.7
BEL V IRN,Belgium,8,Youri TIELEMANS,28.8
BEL V IRN,Belgium,9,Romelu LUKAKU,29.0
BEL V IRN,Belgium,10,Leandro TROSSARD,29.8
BEL V IRN,Belgium,14,Dodi LUKEBAKIO,28.5
BEL V IRN,Belgium,15,Thomas MEUNIER,29.4
BEL V IRN,Belgium,20,Hans VANAKEN,27.7
BEL V IRN,Belgium,21,Timothy CASTAGNE,29.7
BEL V IRN,Belgium,22,Alexis SAELEMAEKERS,32.7
BEL V IRN,Belgium,23,Nicolas RASKIN,25.0
BEL V IRN,Belgium,25,Nathan NGOY,31.0
BEL V IRN,Belgium,26,Matias FERNANDEZ,34.4
BEL V IRN,IR Iran,1,Alireza BEIRANVAND,17.9
BEL V IRN,IR Iran,2,Saleh HARDANI,29.8
BEL V IRN,IR Iran,3,Ehsan HAJISAFI,28.2
BEL V IRN,IR Iran,4,Shoja KHALILZADEH,30.1
BEL V IRN,IR Iran,5,Milad MOHAMMADI,29.0
BEL V IRN,IR Iran,6,Saeid EZATOLAHI,26.5
BEL V IRN,IR Iran,7,Alireza JAHANBAKHSH,30.1
BEL V IRN,IR Iran,8,Mohammad MOHEBBI,30.5
BEL V IRN,IR Iran,9,Mehdi TAREMI,30.5
BEL V IRN,IR Iran,13,Hossein KANANI,28.0
BEL V IRN,IR Iran,14,Saman GHODDOS,29.4
BEL V IRN,IR Iran,16,Mehdi TORABI,27.6
BEL V IRN,IR Iran,18,Amirhossein HOSSEINZADEH,26.0
BEL V IRN,IR Iran,19,Ali NEMATI,32.9
BEL V IRN,IR Iran,20,Shahriyar MOGHANLOO,25.3
BEL V IRN,IR Iran,23,Ramin REZAEIAN,29.1
BIH V QAT,Bosnia and Herzegovina,1,Nikola VASILJ,22.4
BIH V QAT,Bosnia and Herzegovina,3,Dennis HADZIKADUNIC,28.3
BIH V QAT,Bosnia and Herzegovina,5,Sead KOLASINAC,31.2
BIH V QAT,Bosnia and Herzegovina,6,Benjamin TAHIROVIC,30.9
BIH V QAT,Bosnia and Herzegovina,10,Ermedin DEMIROVIC,32.5
BIH V QAT,Bosnia and Herzegovina,11,Edin DZEKO,30.1
BIH V QAT,Bosnia and Herzegovina,13,Ivan BASIC,27.8
BIH V QAT,Bosnia and Herzegovina,14,Ivan SUNJIC,31.2
BIH V QAT,Bosnia and Herzegovina,15,Amar MEMIC,31.7
BIH V QAT,Bosnia and Herzegovina,17,Dzenis BURNIC,28.4
BIH V QAT,Bosnia and Herzegovina,18,Nikola KATIC,30.4
BIH V QAT,Bosnia and Herzegovina,19,Kerim ALAJBEGOVIC,30.8
BIH V QAT,Bosnia and Herzegovina,20,Esmir BAJRAKTAREVIC,34.4
BIH V QAT,Bosnia and Herzegovina,21,Stjepan RADELJIC,28.9
BIH V QAT,Bosnia and Herzegovina,24,Arjan MALIC,32.3
BIH V QAT,Bosnia and Herzegovina,26,Ermin MAHMIC,30.3
BIH V QAT,Qatar,1,MAHMOUD ABUNADA,18.7
BIH V QAT,Qatar,2,PEDRO MIGUEL,33.4
BIH V QAT,Qatar,4,ISSA LAYE,32.5
BIH V QAT,Qatar,5,JASSEM GABER,25.4
BIH V QAT,Qatar,6,ABDULAZIZ HATEM,27.1
BIH V QAT,Qatar,7,AHMED ALAAELDIN,27.3
BIH V QAT,Qatar,8,EDMILSON JUNIOR,32.7
BIH V QAT,Qatar,10,HASSAN ALHAYDOS,30.8
BIH V QAT,Qatar,11,AKRAM AFIF,32.8
BIH V QAT,Qatar,12,KARIM BOUDIAF,28.1
BIH V QAT,Qatar,16,BOUALEM KHOUKHI,31.6
BIH V QAT,Qatar,17,AHMED ALGANEHI,30.0
BIH V QAT,Qatar,18,SULTAN ALBRAKE,31.8
BIH V QAT,Qatar,19,ALMOEZ ALI,26.6
BIH V QAT,Qatar,20,AHMED FATHY,29.5
BIH V QAT,Qatar,26,MOHAMED MANAI,24.5
BRA V HAI,Brazil,1,ALISSON,20.8
BRA V HAI,Brazil,2,EDERSON SILVA,32.3
BRA V HAI,Brazil,3,GABRIEL MAGALHAES,31.7
BRA V HAI,Brazil,4,MARQUINHOS,31.6
BRA V HAI,Brazil,5,CASEMIRO,29.2
BRA V HAI,Brazil,7,VINICIUS JUNIOR,32.3
BRA V HAI,Brazil,8,BRUNO GUIMARAES,27.7
BRA V HAI,Brazil,9,MATHEUS CUNHA,31.9
BRA V HAI,Brazil,11,RAPHINHA,33.3
BRA V HAI,Brazil,13,DANILO,32.1
BRA V HAI,Brazil,16,DOUGLAS SANTOS,31.1
BRA V HAI,Brazil,18,DANILO SANTOS,27.8
BRA V HAI,Brazil,19,ENDRICK,33.0
BRA V HAI,Brazil,20,LUCAS PAQUETA,29.5
BRA V HAI,Brazil,22,GABRIEL MARTINELLI,33.2
BRA V HAI,Brazil,26,RAYAN,32.5
BRA V HAI,Haiti,1,Johny PLACIDE,23.6
BRA V HAI,Haiti,2,Carlens ARCUS,30.0
BRA V HAI,Haiti,4,Ricardo ADE,30.5
BRA V HAI,Haiti,5,Hannes DELCROIX,32.2
BRA V HAI,Haiti,7,Derrick ETIENNE,33.7
BRA V HAI,Haiti,8,Martin EXPERIENCE,32.9
BRA V HAI,Haiti,10,Jean-Ricner BELLEGARDE,28.6
BRA V HAI,Haiti,11,Louicius DEEDSON,32.0
BRA V HAI,Haiti,15,Ruben PROVIDENCE,31.9
BRA V HAI,Haiti,16,Lenny JOSEPH,31.4
BRA V HAI,Haiti,17,Danley JEAN JACQUES,30.4
BRA V HAI,Haiti,18,Wilson ISIDOR,32.2
BRA V HAI,Haiti,20,Frantzdy PIERROT,27.3
BRA V HAI,Haiti,21,Josue CASIMIR,34.4
BRA V HAI,Haiti,22,Jean-Kevin DUVERNE,32.7
BRA V HAI,Haiti,25,Dominique SIMON,30.5
BRA V MAR POST,Brazil,1,ALISSON,17.8
BRA V MAR POST,Brazil,3,GABRIEL MAGALHAES,31.0
BRA V MAR POST,Brazil,4,MARQUINHOS,33.3
BRA V MAR POST,Brazil,5,CASEMIRO,26.5
BRA V MAR POST,Brazil,7,VINICIUS JUNIOR,34.1
BRA V MAR POST,Brazil,8,BRUNO GUIMARAES,28.0
BRA V MAR POST,Brazil,9,MATHEUS CUNHA,29.8
BRA V MAR POST,Brazil,11,RAPHINHA,33.1
BRA V MAR POST,Brazil,13,DANILO,32.7
BRA V MAR POST,Brazil,16,DOUGLAS SANTOS,30.9
BRA V MAR POST,Brazil,17,FABINHO,28.1
BRA V MAR POST,Brazil,18,DANILO SANTOS,27.4
BRA V MAR POST,Brazil,20,LUCAS PAQUETA,29.5
BRA V MAR POST,Brazil,21,LUIZ HENRIQUE,29.0
BRA V MAR POST,Brazil,24,ROGER IBANEZ,29.4
BRA V MAR POST,Brazil,25,IGOR THIAGO,33.2
BRA V MAR POST,Morocco,1,Yassine BOUNOU,21.4
BRA V MAR POST,Morocco,2,Achraf HAKIMI,30.8
BRA V MAR POST,Morocco,3,Noussair MAZRAOUI,31.3
BRA V MAR POST,Morocco,6,Ayyoub BOUADDI,31.6
BRA V MAR POST,Morocco,7,Chemsdine TALBI,29.7
BRA V MAR POST,Morocco,8,Azzedine OUNAHI,30.7
BRA V MAR POST,Morocco,9,Soufiane RAHIMI,31.1
BRA V MAR POST,Morocco,10,Brahim DIAZ,31.1
BRA V MAR POST,Morocco,11,Ismael SAIBARI,33.7
BRA V MAR POST,Morocco,14,Issa DIOP,32.0
BRA V MAR POST,Morocco,15,Samir EL MOURABET,28.5
BRA V MAR POST,Morocco,18,Chadi RIAD,28.5
BRA V MAR POST,Morocco,21,Ayoube AMAIMOUNI,30.0
BRA V MAR POST,Morocco,23,Bilal EL KHANNOUSS,33.2
BRA V MAR POST,Morocco,24,Neil EL AYNAOUI,30.2
BRA V MAR POST,Morocco,26,Anass SALAH EDDINE,24.8
CAN V BIH,Bosnia and Herzegovina,1,Nikola VASILJ,26.3
CAN V BIH,Bosnia and Herzegovina,4,Tarik MUHAREMOVIC,30.7
CAN V BIH,Bosnia and Herzegovina,5,Sead KOLASINAC,32.0
CAN V BIH,Bosnia and Herzegovina,6,Benjamin TAHIROVIC,28.4
CAN V BIH,Bosnia and Herzegovina,7,Amar DEDIC,32.5
CAN V BIH,Bosnia and Herzegovina,8,Armin GIGOVIC,29.5
CAN V BIH,Bosnia and Herzegovina,9,Samed BAZDAR,29.8
CAN V BIH,Bosnia and Herzegovina,10,Ermedin DEMIROVIC,33.0
CAN V BIH,Bosnia and Herzegovina,13,Ivan BASIC,31.2
CAN V BIH,Bosnia and Herzegovina,14,Ivan SUNJIC,26.5
CAN V BIH,Bosnia and Herzegovina,15,Amar MEMIC,33.9
CAN V BIH,Bosnia and Herzegovina,17,Dzenis BURNIC,26.7
CAN V BIH,Bosnia and Herzegovina,18,Nikola KATIC,30.3
CAN V BIH,Bosnia and Herzegovina,19,Kerim ALAJBEGOVIC,31.6
CAN V BIH,Bosnia and Herzegovina,20,Esmir BAJRAKTAREVIC,34.8
CAN V BIH,Bosnia and Herzegovina,25,Jovo LUKIC,32.1
CAN V BIH,Canada,2,Alistair JOHNSTON,33.3
CAN V BIH,Canada,4,Luc DE FOUGEROLLES,31.6
CAN V BIH,Canada,7,Stephen EUSTAQUIO,29.8
CAN V BIH,Canada,8,Ismael KONE,28.5
CAN V BIH,Canada,9,Cyle LARIN,31.3
CAN V BIH,Canada,10,Jonathan DAVID,31.7
CAN V BIH,Canada,11,Liam MILLAR,32.8
CAN V BIH,Canada,12,Tani OLUWASEYI,33.4
CAN V BIH,Canada,13,Derek CORNELIUS,28.2
CAN V BIH,Canada,14,Jacob SHAFFELBURG,31.6
CAN V BIH,Canada,16,Maxime CREPEAU,24.1
CAN V BIH,Canada,17,Tajon BUCHANAN,31.2
CAN V BIH,Canada,20,Ali AHMED,26.6
CAN V BIH,Canada,21,Jonathan OSORIO,23.0
CAN V BIH,Canada,22,Richie LARYEA,34.6
CAN V BIH,Canada,24,Promise DAVID,30.0
CAN V QAT,Canada,2,Alistair JOHNSTON,31.3
CAN V QAT,Canada,4,Luc DE FOUGEROLLES,29.9
CAN V QAT,Canada,7,Stephen EUSTAQUIO,26.7
CAN V QAT,Canada,8,Ismael KONE,28.3
CAN V QAT,Canada,9,Cyle LARIN,31.6
CAN V QAT,Canada,10,Jonathan DAVID,31.1
CAN V QAT,Canada,12,Tani OLUWASEYI,33.4
CAN V QAT,Canada,13,Derek CORNELIUS,30.7
CAN V QAT,Canada,14,Jacob SHAFFELBURG,29.9
CAN V QAT,Canada,15,Moise BOMBITO,31.5
CAN V QAT,Canada,16,Maxime CREPEAU,22.3
CAN V QAT,Canada,17,Tajon BUCHANAN,33.5
CAN V QAT,Canada,20,Ali AHMED,34.1
CAN V QAT,Canada,22,Richie LARYEA,30.8
CAN V QAT,Canada,23,Niko SIGUR,25.5
CAN V QAT,Canada,25,Nathan SALIBA,27.8
CAN V QAT,Qatar,1,MAHMOUD ABUNADA,18.6
CAN V QAT,Qatar,2,PEDRO MIGUEL,28.6
CAN V QAT,Qatar,3,LUCAS MENDES,27.0
CAN V QAT,Qatar,4,ISSA LAYE,30.2
CAN V QAT,Qatar,5,JASSEM GABER,28.5
CAN V QAT,Qatar,8,EDMILSON JUNIOR,31.1
CAN V QAT,Qatar,11,AKRAM AFIF,33.2
CAN V QAT,Qatar,13,AYOUB ALOUI,32.1
CAN V QAT,Qatar,14,HOMAM AHMED,32.0
CAN V QAT,Qatar,15,YUSUF ABDURISAG,29.2
CAN V QAT,Qatar,16,BOUALEM KHOUKHI,26.7
CAN V QAT,Qatar,18,SULTAN ALBRAKE,31.9
CAN V QAT,Qatar,20,AHMED FATHY,27.7
CAN V QAT,Qatar,23,ASSIM MADIBO,29.0
CAN V QAT,Qatar,25,ALHASHMI ALHUSSEIN,30.2
CAN V QAT,Qatar,26,MOHAMED MANAI,30.2
CIV V ECU,Côte d'Ivoire,1,Yahia FOFANA,23.6
CIV V ECU,Côte d'Ivoire,3,Ghislain KONAN,29.5
CIV V ECU,Côte d'Ivoire,5,Wilfried SINGO,33.3
CIV V ECU,Côte d'Ivoire,6,Seko FOFANA,30.1
CIV V ECU,Côte d'Ivoire,7,Odilon KOSSOUNOU,28.5
CIV V ECU,Côte d'Ivoire,8,Franck KESSIE,29.2
CIV V ECU,Côte d'Ivoire,9,Ange-Yoan BONNY,31.4
CIV V ECU,Côte d'Ivoire,11,Yan DIOMANDE,33.6
CIV V ECU,Côte d'Ivoire,12,Elye WAHI,32.7
CIV V ECU,Côte d'Ivoire,15,Amad DIALLO,30.3
CIV V ECU,Côte d'Ivoire,17,Guela DOUE,32.5
CIV V ECU,Côte d'Ivoire,18,Ibrahim SANGARE,29.2
CIV V ECU,Côte d'Ivoire,19,Nicolas PEPE,31.9
CIV V ECU,Côte d'Ivoire,20,Emmanuel AGBADOU,32.6
CIV V ECU,Côte d'Ivoire,24,Bazoumana TOURE,34.6
CIV V ECU,Côte d'Ivoire,26,Christ Inao OULAI,28.6
CIV V ECU,Ecuador,1,Hernan GALINDEZ,20.2
CIV V ECU,Ecuador,3,Piero HINCAPIE,31.5
CIV V ECU,Ecuador,4,Joel ORDONEZ,28.1
CIV V ECU,Ecuador,6,Willian PACHO,32.7
CIV V ECU,Ecuador,9,John YEBOAH,31.0
CIV V ECU,Ecuador,11,Kevin RODRIGUEZ,30.1
CIV V ECU,Ecuador,13,Enner VALENCIA,33.1
CIV V ECU,Ecuador,14,Alan MINDA,35.5
CIV V ECU,Ecuador,15,Pedro VITE,28.5
CIV V ECU,Ecuador,17,Angelo PRECIADO,33.2
CIV V ECU,Ecuador,19,Gonzalo PLATA,31.0
CIV V ECU,Ecuador,20,Nilson ANGULO,31.5
CIV V ECU,Ecuador,21,Alan FRANCO,32.2
CIV V ECU,Ecuador,23,Moises CAICEDO,30.5
CIV V ECU,Ecuador,25,Jackson POROZO,32.7
COD V UZB,Congo DR,1,Lionel MPASI,26.7
COD V UZB,Congo DR,2,Aaron WAN,33.7
COD V UZB,Congo DR,4,Axel TUANZEBE,30.3
COD V UZB,Congo DR,6,Ngalayel MUKAU,24.8
COD V UZB,Congo DR,7,Nathanael MBUKU,29.3
COD V UZB,Congo DR,8,Samuel MOUTOUSSAMY,31.9
COD V UZB,Congo DR,9,Brian CIPENGA,33.2
COD V UZB,Congo DR,10,Theo BONGONDA,26.4
COD V UZB,Congo DR,12,Joris KAYEMBE,28.7
COD V UZB,Congo DR,13,Meschack ELIA,30.6
COD V UZB,Congo DR,14,Noah SADIKI,29.5
COD V UZB,Congo DR,17,Cedric BAKAMBU,29.0
COD V UZB,Congo DR,19,Fiston MAYELE,32.9
COD V UZB,Congo DR,20,Yoane WISSA,29.8
COD V UZB,Congo DR,22,Chancel MBEMBA,32.0
COD V UZB,Congo DR,26,Arthur MASUAKU,30.2
COD V UZB,Uzbekistan,2,Abdukodir KHUSANOV,33.6
COD V UZB,Uzbekistan,3,Khojiakbar ALIJONOV,29.9
COD V UZB,Uzbekistan,5,Rustam ASHURMATOV,31.4
COD V UZB,Uzbekistan,6,Akmal MOZGOVOY,29.6
COD V UZB,Uzbekistan,7,Otabek SHUKUROV,29.3
COD V UZB,Uzbekistan,8,Jamshid ISKANDEROV,28.4
COD V UZB,Uzbekistan,9,Odiljon XAMROBEKOV,29.5
COD V UZB,Uzbekistan,11,Oston URUNOV,29.2
COD V UZB,Uzbekistan,12,Abduvohid NEMATOV,22.1
COD V UZB,Uzbekistan,13,Sherzod NASRULLAEV,31.6
COD V UZB,Uzbekistan,14,Eldor SHOMURODOV,32.7
COD V UZB,Uzbekistan,17,Dostonbek KHAMDAMOV,28.4
COD V UZB,Uzbekistan,19,Azizjon GANIEV,27.2
COD V UZB,Uzbekistan,21,Igor SERGEEV,24.7
COD V UZB,Uzbekistan,22,Abbosbek FAYZULLAEV,32.2
COD V UZB,Uzbekistan,26,Jakhongir UROZOV,28.8
COL V COD,Colombia,2,Daniel MUNOZ,30.3
COL V COD,Colombia,3,Jhon LUCUMI,30.9
COL V COD,Colombia,6,Richard RIOS,28.7
COL V COD,Colombia,7,Luis DIAZ,32.7
COL V COD,Colombia,9,Jhon CORDOBA,28.2
