match,team,jersey,player,top_speed_kmh
MEX V RSA,Mexico,1,Raul RANGEL,23.2
MEX V RSA,Mexico,3,Cesar MONTES,30.1
MEX V RSA,Mexico,5,Johan VASQUEZ,27.9
MEX V RSA,Mexico,6,Erik LIRA,31.4
MEX V RSA,Mexico,8,Alvaro FIDALGO,30.8
MEX V RSA,Mexico,9,Raul JIMENEZ,33.3
MEX V RSA,Mexico,15,Israel REYES,30.0
MEX V RSA,Mexico,16,Julian QUINONES,32.9
MEX V RSA,Mexico,23,Jesus GALLARDO,30.3
MEX V RSA,Mexico,25,Roberto ALVARADO,32.2
MEX V RSA,Mexico,26,Brian GUTIERREZ,31.7
MEX V RSA,Mexico,4,Edson ALVAREZ,31.5
MEX V RSA,Mexico,10,Alexis VEGA,28.0
MEX V RSA,Mexico,14,Armando GONZALEZ,32.0
MEX V RSA,Mexico,19,Gilberto MORA,27.1
MEX V RSA,Mexico,24,Luis CHAVEZ,27.1
MEX V RSA,South Africa,1,Ronwen WILLIAMS,23.6
MEX V RSA,South Africa,4,Teboho MOKOENA,31.4
MEX V RSA,South Africa,6,Aubrey MODIBA,27.8
MEX V RSA,South Africa,9,Lyle FOSTER,31.2
MEX V RSA,South Africa,13,Sphephelo SITHOLE,31.2
MEX V RSA,South Africa,14,Mbekezeli MBOKAZI,31.5
MEX V RSA,South Africa,15,Iqraam RAYNERS,34.1
MEX V RSA,South Africa,19,Nkosinathi SIBISI,29.9
MEX V RSA,South Africa,20,Khuliso MUDAU,33.3
MEX V RSA,South Africa,21,Ime OKON,31.6
MEX V RSA,South Africa,23,Jayden ADAMS,27.8
MEX V RSA,South Africa,5,Thalente MBATHA,34.4
MEX V RSA,South Africa,7,Oswin APPOLLIS,29.9
MEX V RSA,South Africa,11,Themba ZWANE,27.4
MEX V RSA,South Africa,17,Evidence MAKGOPA,32.4
KOR V CZE,Korea Republic,1,KIM Seunggyu,26.9
KOR V CZE,Korea Republic,2,LEE Hanbeom,30.1
KOR V CZE,Korea Republic,3,LEE Gihyuk,29.2
KOR V CZE,Korea Republic,4,KIM Minjae,31.9
KOR V CZE,Korea Republic,6,HWANG Inbeom,28.5
KOR V CZE,Korea Republic,7,SON Heungmin,35.2
KOR V CZE,Korea Republic,8,PAIK Seungho,29.3
KOR V CZE,Korea Republic,10,LEE Jaesung,29.2
KOR V CZE,Korea Republic,13,LEE Taeseok,31.9
KOR V CZE,Korea Republic,19,LEE Kangin,28.8
KOR V CZE,Korea Republic,22,SEOL Youngwoo,31.8
KOR V CZE,Korea Republic,11,HWANG Heechan,29.9
KOR V CZE,Korea Republic,16,PARK Jinseob,25.7
KOR V CZE,Korea Republic,18,OH Hyeongyu,29.1
KOR V CZE,Korea Republic,24,KIM Jingyu,29.6
KOR V CZE,Korea Republic,25,EOM Jisung,30.6
KOR V CZE,Czechia,1,Matej KOVAR,22.3
KOR V CZE,Czechia,4,Robin HRANAC,29.3
KOR V CZE,Czechia,5,Vladimir COUFAL,30.6
KOR V CZE,Czechia,6,Stepan CHALOUPEK,34.0
KOR V CZE,Czechia,7,Ladislav KREJCI,26.5
KOR V CZE,Czechia,10,Patrik SCHICK,28.9
KOR V CZE,Czechia,15,Pavel SULC,31.2
KOR V CZE,Czechia,17,Lukas PROVOD,33.3
KOR V CZE,Czechia,20,Jaroslav ZELENY,30.4
KOR V CZE,Czechia,22,Tomas SOUCEK,27.5
KOR V CZE,Czechia,24,Alexandr SOJKA,29.9
KOR V CZE,Czechia,9,Adam HLOZEK,30.8
KOR V CZE,Czechia,13,Mojmir CHYTIL,29.7
KOR V CZE,Czechia,18,Michal SADILEK,29.3
KOR V CZE,Czechia,19,Tomas CHORY,28.3
CZE V RSA,Czechia,1,Matej KOVAR,17.6
CZE V RSA,Czechia,3,Tomas HOLES,31.3
CZE V RSA,Czechia,4,Robin HRANAC,32.0
CZE V RSA,Czechia,5,Vladimir COUFAL,30.5
CZE V RSA,Czechia,7,Ladislav KREJCI,29.8
CZE V RSA,Czechia,8,Vladimir DARIDA,29.5
CZE V RSA,Czechia,9,Adam HLOZEK,31.7
CZE V RSA,Czechia,10,Patrik SCHICK,29.0
CZE V RSA,Czechia,12,Lukas CERV,26.7
CZE V RSA,Czechia,18,Michal SADILEK,29.5
CZE V RSA,Czechia,24,Alexandr SOJKA,29.2
CZE V RSA,Czechia,2,David ZIMA,24.6
CZE V RSA,Czechia,15,Pavel SULC,32.1
CZE V RSA,Czechia,17,Lukas PROVOD,30.7
CZE V RSA,Czechia,20,Jaroslav ZELENY,29.2
CZE V RSA,Czechia,22,Tomas SOUCEK,26.9
CZE V RSA,South Africa,1,Ronwen WILLIAMS,24.3
CZE V RSA,South Africa,4,Teboho MOKOENA,31.3
CZE V RSA,South Africa,5,Thalente MBATHA,31.1
CZE V RSA,South Africa,6,Aubrey MODIBA,29.1
CZE V RSA,South Africa,7,Oswin APPOLLIS,32.2
CZE V RSA,South Africa,12,Thapelo MASEKO,32.4
CZE V RSA,South Africa,14,Mbekezeli MBOKAZI,32.7
CZE V RSA,South Africa,15,Iqraam RAYNERS,32.9
CZE V RSA,South Africa,20,Khuliso MUDAU,32.8
CZE V RSA,South Africa,21,Ime OKON,31.5
CZE V RSA,South Africa,23,Jayden ADAMS,28.6
CZE V RSA,South Africa,10,Relebohile MOFOKENG,30.0
CZE V RSA,South Africa,17,Evidence MAKGOPA,28.6
CZE V RSA,South Africa,25,Kamogelo SEBELEBELE,28.3
MEX V KOR,Mexico,1,Raul RANGEL,20.1
MEX V KOR,Mexico,2,Jorge SANCHEZ,30.6
MEX V KOR,Mexico,4,Edson ALVAREZ,30.8
MEX V KOR,Mexico,5,Johan VASQUEZ,27.9
MEX V KOR,Mexico,6,Erik LIRA,30.5
MEX V KOR,Mexico,7,Luis ROMO,28.9
MEX V KOR,Mexico,9,Raul JIMENEZ,31.2
MEX V KOR,Mexico,16,Julian QUINONES,32.1
MEX V KOR,Mexico,23,Jesus GALLARDO,31.3
MEX V KOR,Mexico,25,Roberto ALVARADO,33.2
MEX V KOR,Mexico,26,Brian GUTIERREZ,30.7
MEX V KOR,Mexico,11,Santiago GIMENEZ,30.9
MEX V KOR,Mexico,15,Israel REYES,22.9
MEX V KOR,Mexico,17,Orbelin PINEDA,31.3
MEX V KOR,Mexico,18,Obed VARGAS,31.5
MEX V KOR,Mexico,21,Cesar HUERTA,28.4
MEX V KOR,Korea Republic,1,KIM Seunggyu,25.1
MEX V KOR,Korea Republic,2,LEE Hanbeom,32.1
MEX V KOR,Korea Republic,3,LEE Gihyuk,31.6
MEX V KOR,Korea Republic,4,KIM Minjae,34.4
MEX V KOR,Korea Republic,6,HWANG Inbeom,30.6
MEX V KOR,Korea Republic,7,SON Heungmin,33.7
MEX V KOR,Korea Republic,8,PAIK Seungho,28.9
MEX V KOR,Korea Republic,10,LEE Jaesung,29.4
MEX V KOR,Korea Republic,15,KIM Moonhwan,32.1
MEX V KOR,Korea Republic,19,LEE Kangin,26.4
MEX V KOR,Korea Republic,22,SEOL Youngwoo,33.5
MEX V KOR,Korea Republic,9,CHO Guesung,26.7
MEX V KOR,Korea Republic,11,HWANG Heechan,30.0
